File path; File name; Scanner type; Date and time; Duration; Scan mode; Type; Frequency; Code; Favorite name; System name; Department name; Channel name; Site; TGID; UID; UID Name; Latitude; Longitude
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-17-27.wav;2020-06-22_23-17-27.wav;BCDx36HP;6/22/2020 11:17:32 PM;00:00:04;Normal scan mode;Edacs;853.3625;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;16105;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-02-10.wav;2020-06-21_18-02-10.wav;BCDx36HP;6/21/2020 6:02:11 PM;00:00:01;Normal scan mode;P25Standard;857.7375;;HoCo;Howard County (Project 25);Fire;A1 Dispatch;Site 2;10901;111;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-33-24.wav;2020-06-21_18-33-24.wav;BCDx36HP;6/21/2020 6:33:25 PM;00:00:00;Normal scan mode;P25Standard;851.5750;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466077;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-51-24.wav;2020-06-21_17-51-24.wav;BCDx36HP;6/21/2020 5:51:26 PM;00:00:02;Normal scan mode;P25Standard;851.0625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-21-32.wav;2020-06-22_23-21-32.wav;BCDx36HP;6/22/2020 11:21:36 PM;00:00:03;Normal scan mode;Edacs;853.3625;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Richmond Shop;Simulcast;03-021;15865;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-56-05.wav;2020-06-21_17-56-05.wav;BCDx36HP;6/21/2020 5:56:11 PM;00:00:05;Normal scan mode;P25Standard;851.0625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466056;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-38-45.wav;2020-06-21_17-38-45.wav;BCDx36HP;6/21/2020 5:38:47 PM;00:00:01;Normal scan mode;P25Standard;851.6875;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2468181;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-12-01.wav;2020-06-21_18-12-01.wav;BCDx36HP;6/21/2020 6:12:02 PM;00:00:00;Normal scan mode;P25Standard;851.9625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-23-04.wav;2020-06-20_23-23-04.wav;BCDx36HP;6/20/2020 11:23:07 PM;00:00:02;Normal scan mode;Edacs;851.8875;;Transit;Bay Area Rapid Transit (BART);Train Operations;W Line (Daly City-Millbrae);Simulcast;02-022;16103;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_00-34-53.wav;2020-06-22_00-34-53.wav;BCDx36HP;6/22/2020 12:34:55 AM;00:00:02;Normal scan mode;P25Standard;770.2937;;180683-Alameda CA;East Bay Regional Communications System (EBRCS);Oakland;Police Patrol 1;ALCO Northwest Simulcast;3405;3204204;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-13-55.wav;2020-06-22_23-13-55.wav;BCDx36HP;6/22/2020 11:13:59 PM;00:00:03;Normal scan mode;Edacs;851.3125;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-38-47.wav;2020-06-21_17-38-47.wav;BCDx36HP;6/21/2020 5:38:55 PM;00:00:07;Normal scan mode;P25Standard;851.6875;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-29-56.wav;2020-06-21_18-29-56.wav;BCDx36HP;6/21/2020 6:29:59 PM;00:00:02;Normal scan mode;P25Standard;851.5375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466215;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-02-37.wav;2020-06-20_23-02-37.wav;BCDx36HP;6/20/2020 11:02:41 PM;00:00:04;Normal scan mode;Edacs;852.2375;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;16105;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-02-06.wav;2020-06-21_18-02-06.wav;BCDx36HP;6/21/2020 6:02:08 PM;00:00:02;Normal scan mode;P25Standard;857.7375;;HoCo;Howard County (Project 25);Fire;A1 Dispatch;Site 2;10901;2472110;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-33-39.wav;2020-06-21_16-33-39.wav;BCDx36HP;6/21/2020 4:33:42 PM;00:00:03;Normal scan mode;P25Standard;851.0625;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466492;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-11-46.wav;2020-06-21_18-11-46.wav;BCDx36HP;6/21/2020 6:11:47 PM;00:00:00;Normal scan mode;P25Standard;851.6875;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468258;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-27-58.wav;2020-06-21_16-27-58.wav;BCDx36HP;6/21/2020 4:28:00 PM;00:00:02;Normal scan mode;P25Standard;858.2375;;HoCo;Howard County (Project 25);Fire;A1 Dispatch;Site 2;10901;2472119;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-08-56.wav;2020-06-20_23-08-56.wav;BCDx36HP;6/20/2020 11:08:58 PM;00:00:01;Normal scan mode;Edacs;851.5625;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Richmond Shop;Simulcast;03-021;15069;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-12-32.wav;2020-06-20_23-12-32.wav;BCDx36HP;6/20/2020 11:12:38 PM;00:00:06;Normal scan mode;Edacs;853.3625;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Tower - Hayward Yard;Simulcast;02-063;6846;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-23-37.wav;2020-06-21_18-23-37.wav;BCDx36HP;6/21/2020 6:23:38 PM;00:00:01;Normal scan mode;P25Standard;857.7375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-48-13.wav;2020-06-21_17-48-13.wav;BCDx36HP;6/21/2020 5:48:15 PM;00:00:01;Normal scan mode;P25Standard;851.0625;;HoCo;Howard County (Project 25);Fire;A1 Dispatch;Site 2;10901;2472015;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-39-13.wav;2020-06-21_17-39-13.wav;BCDx36HP;6/21/2020 5:39:22 PM;00:00:08;Normal scan mode;P25Standard;853.0375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-17-10.wav;2020-06-21_16-17-10.wav;BCDx36HP;6/21/2020 4:17:11 PM;00:00:00;Normal scan mode;P25Standard;851.3875;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468000;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-18-22.wav;2020-06-21_17-18-22.wav;BCDx36HP;6/21/2020 5:18:23 PM;00:00:00;Normal scan mode;P25Standard;851.3875;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466455;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-18-36.wav;2020-06-21_17-18-36.wav;BCDx36HP;6/21/2020 5:18:37 PM;00:00:00;Normal scan mode;P25Standard;852.1125;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;108;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-18-48.wav;2020-06-22_23-18-48.wav;BCDx36HP;6/22/2020 11:18:49 PM;00:00:01;Normal scan mode;Edacs;852.2375;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power/Support (Central Maintainence);Simulcast;02-037;16101;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-16-59.wav;2020-06-22_23-16-59.wav;BCDx36HP;6/22/2020 11:17:02 PM;00:00:02;Normal scan mode;Edacs;852.8125;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;16105;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-49-53.wav;2020-06-21_17-49-53.wav;BCDx36HP;6/21/2020 5:49:58 PM;00:00:05;Normal scan mode;P25Standard;851.5750;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-07-13.wav;2020-06-20_23-07-13.wav;BCDx36HP;6/20/2020 11:07:18 PM;00:00:05;Normal scan mode;Edacs;853.0375;;Transit;Bay Area Rapid Transit (BART);Train Operations;K Line (Oakland);Simulcast;02-024;16103;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-12-57.wav;2020-06-21_17-12-57.wav;BCDx36HP;6/21/2020 5:12:59 PM;00:00:02;Normal scan mode;P25Standard;851.9875;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-49-47.wav;2020-06-21_17-49-47.wav;BCDx36HP;6/21/2020 5:49:48 PM;00:00:01;Normal scan mode;P25Standard;851.5750;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466414;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-25-42.wav;2020-06-21_18-25-42.wav;BCDx36HP;6/21/2020 6:25:43 PM;00:00:00;Normal scan mode;P25Standard;851.5750;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468248;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-55-08.wav;2020-06-21_16-55-08.wav;BCDx36HP;6/21/2020 4:55:22 PM;00:00:13;Normal scan mode;P25Standard;852.6375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_22-53-18.wav;2020-06-20_22-53-18.wav;BCDx36HP;6/20/2020 10:53:20 PM;00:00:02;Normal scan mode;Edacs;853.0375;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;7895;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-07-06.wav;2020-06-20_23-07-06.wav;BCDx36HP;6/20/2020 11:07:08 PM;00:00:01;Normal scan mode;Edacs;852.2375;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Richmond Shop;Simulcast;03-021;15069;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-11-51.wav;2020-06-22_23-11-51.wav;BCDx36HP;6/22/2020 11:11:55 PM;00:00:03;Normal scan mode;Edacs;852.0375;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;16105;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-57-46.wav;2020-06-21_17-57-46.wav;BCDx36HP;6/21/2020 5:57:50 PM;00:00:03;Normal scan mode;P25Standard;851.6875;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466163;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-28-17.wav;2020-06-21_18-28-17.wav;BCDx36HP;6/21/2020 6:28:19 PM;00:00:02;Normal scan mode;P25Standard;851.9875;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466077;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-10-22.wav;2020-06-20_23-10-22.wav;BCDx36HP;6/20/2020 11:10:26 PM;00:00:04;Normal scan mode;Edacs;851.3125;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-13-42.wav;2020-06-21_18-13-42.wav;BCDx36HP;6/21/2020 6:13:48 PM;00:00:06;Normal scan mode;P25Standard;852.1125;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468258;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_00-35-12.wav;2020-06-22_00-35-12.wav;BCDx36HP;6/22/2020 12:35:17 AM;00:00:04;Normal scan mode;P25Standard;770.2937;;180683-Alameda CA;East Bay Regional Communications System (EBRCS);Oakland;Police Patrol 1;ALCO Northwest Simulcast;3405;3204204;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_00-35-06.wav;2020-06-22_00-35-06.wav;BCDx36HP;6/22/2020 12:35:10 AM;00:00:03;Normal scan mode;P25Standard;770.2937;;180683-Alameda CA;East Bay Regional Communications System (EBRCS);Oakland;Police Patrol 1;ALCO Northwest Simulcast;3405;3204204;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-30-22.wav;2020-06-21_17-30-22.wav;BCDx36HP;6/21/2020 5:30:26 PM;00:00:04;Normal scan mode;P25Standard;851.9625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466456;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_00-32-27.wav;2020-06-22_00-32-27.wav;BCDx36HP;6/22/2020 12:32:28 AM;00:00:01;Normal scan mode;Edacs;851.8875;;Transit;Bay Area Rapid Transit (BART);Train Operations;C Line (Pittsburg/Bay Point);Simulcast;02-026;8169;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-00-16.wav;2020-06-21_18-00-16.wav;BCDx36HP;6/21/2020 6:00:19 PM;00:00:03;Normal scan mode;P25Standard;852.6375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466178;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-12-00.wav;2020-06-22_23-12-00.wav;BCDx36HP;6/22/2020 11:12:02 PM;00:00:01;Normal scan mode;Edacs;852.8125;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-49-25.wav;2020-06-21_16-49-25.wav;BCDx36HP;6/21/2020 4:49:29 PM;00:00:04;Normal scan mode;P25Standard;852.8000;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-06-52.wav;2020-06-20_23-06-52.wav;BCDx36HP;6/20/2020 11:06:53 PM;00:00:01;Normal scan mode;Edacs;851.0375;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Tower - Daly City Yard;Simulcast;02-062;14941;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-08-43.wav;2020-06-20_23-08-43.wav;BCDx36HP;6/20/2020 11:08:45 PM;00:00:01;Normal scan mode;Edacs;851.0375;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Richmond Shop;Simulcast;03-021;15069;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-53-55.wav;2020-06-21_16-53-55.wav;BCDx36HP;6/21/2020 4:53:56 PM;00:00:01;Normal scan mode;P25Standard;851.6875;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_00-06-17.wav;2020-06-21_00-06-17.wav;BCDx36HP;6/21/2020 12:06:20 AM;00:00:02;Normal scan mode;P25Standard;770.8437;;180683-Alameda CA;East Bay Regional Communications System (EBRCS);Alameda Co EMS;Med 1;ALCO Northwest Simulcast;5530;3013001;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-05-32.wav;2020-06-21_18-05-32.wav;BCDx36HP;6/21/2020 6:05:33 PM;00:00:00;Normal scan mode;P25Standard;852.6375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468250;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-20-44.wav;2020-06-21_16-20-44.wav;BCDx36HP;6/21/2020 4:20:46 PM;00:00:01;Normal scan mode;P25Standard;857.7375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-02-36.wav;2020-06-20_23-02-36.wav;BCDx36HP;6/20/2020 11:02:36 PM;00:00:00;Normal scan mode;Edacs;851.8875;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;16105;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-56-12.wav;2020-06-21_17-56-12.wav;BCDx36HP;6/21/2020 5:56:13 PM;00:00:01;Normal scan mode;P25Standard;851.0625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-13-40.wav;2020-06-22_23-13-40.wav;BCDx36HP;6/22/2020 11:13:43 PM;00:00:02;Normal scan mode;Edacs;852.0375;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Richmond Shop;Simulcast;03-021;15865;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-12-16.wav;2020-06-21_18-12-16.wav;BCDx36HP;6/21/2020 6:12:17 PM;00:00:00;Normal scan mode;P25Standard;851.3875;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-22-22.wav;2020-06-21_17-22-22.wav;BCDx36HP;6/21/2020 5:22:23 PM;00:00:01;Normal scan mode;P25Standard;857.7375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-22-13.wav;2020-06-21_17-22-13.wav;BCDx36HP;6/21/2020 5:22:16 PM;00:00:02;Normal scan mode;P25Standard;851.9875;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466178;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-21-14.wav;2020-06-22_23-21-14.wav;BCDx36HP;6/22/2020 11:21:15 PM;00:00:01;Normal scan mode;Edacs;851.3125;;Transit;Bay Area Rapid Transit (BART);Train Operations;A/L Lines (Fremont/Dublin);Simulcast;02-025;8169;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-34-37.wav;2020-06-21_18-34-37.wav;BCDx36HP;6/21/2020 6:34:38 PM;00:00:00;Normal scan mode;P25Standard;852.6375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-16-43.wav;2020-06-21_18-16-43.wav;BCDx36HP;6/21/2020 6:16:46 PM;00:00:03;Normal scan mode;P25Standard;851.3875;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466163;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-27-54.wav;2020-06-21_16-27-54.wav;BCDx36HP;6/21/2020 4:27:55 PM;00:00:00;Normal scan mode;P25Standard;851.5750;;HoCo;Howard County (Project 25);Fire;A1 Dispatch;Site 2;10901;111;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_00-01-07.wav;2020-06-21_00-01-07.wav;BCDx36HP;6/21/2020 12:01:15 AM;00:00:07;Normal scan mode;P25Standard;771.4937;;180683-Alameda CA;East Bay Regional Communications System (EBRCS);Alameda Co Fire;Command 11 - Berkeley;ALCO Northwest Simulcast;2671;3122092;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_22-41-29.wav;2020-06-20_22-41-29.wav;BCDx36HP;6/20/2020 10:41:35 PM;00:00:06;Normal scan mode;Edacs;851.0375;;Transit;Bay Area Rapid Transit (BART);Police;Police Dispatch;Simulcast;00-022;6036;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-22-45.wav;2020-06-22_23-22-45.wav;BCDx36HP;6/22/2020 11:22:46 PM;00:00:01;Normal scan mode;Edacs;852.2375;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;7889;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-15-10.wav;2020-06-22_23-15-10.wav;BCDx36HP;6/22/2020 11:15:11 PM;00:00:01;Normal scan mode;Edacs;852.8125;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Tower - Concord Yard;Simulcast;02-061;6520;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_00-35-37.wav;2020-06-22_00-35-37.wav;BCDx36HP;6/22/2020 12:35:38 AM;00:00:01;Normal scan mode;P25Standard;770.2937;;180683-Alameda CA;East Bay Regional Communications System (EBRCS);Oakland;Police Patrol 1;ALCO Northwest Simulcast;3405;3204204;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-12-25.wav;2020-06-22_23-12-25.wav;BCDx36HP;6/22/2020 11:12:29 PM;00:00:04;Normal scan mode;Edacs;852.2375;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Tower - Concord Yard;Simulcast;02-061;16119;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-00-27.wav;2020-06-21_18-00-27.wav;BCDx36HP;6/21/2020 6:00:33 PM;00:00:05;Normal scan mode;P25Standard;851.9875;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-12-31.wav;2020-06-22_23-12-31.wav;BCDx36HP;6/22/2020 11:12:36 PM;00:00:04;Normal scan mode;Edacs;851.0375;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Tower - Concord Yard;Simulcast;02-061;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-03-53.wav;2020-06-20_23-03-53.wav;BCDx36HP;6/20/2020 11:03:57 PM;00:00:04;Normal scan mode;Edacs;851.3125;;Transit;Bay Area Rapid Transit (BART);Train Operations;A/L Lines (Fremont/Dublin);Simulcast;02-025;14870;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-58-57.wav;2020-06-20_23-58-57.wav;BCDx36HP;6/20/2020 11:58:58 PM;00:00:01;Normal scan mode;Edacs;851.0375;;Transit;Bay Area Rapid Transit (BART);Train Operations;Bay Point Terminal Zone (Turn Back);Simulcast;02-032;14693;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-45-14.wav;2020-06-21_16-45-14.wav;BCDx36HP;6/21/2020 4:45:34 PM;00:00:19;Normal scan mode;P25Standard;851.0625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-55-05.wav;2020-06-21_16-55-05.wav;BCDx36HP;6/21/2020 4:55:07 PM;00:00:01;Normal scan mode;P25Standard;852.6375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468258;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-24-25.wav;2020-06-22_23-24-25.wav;BCDx36HP;6/22/2020 11:24:26 PM;00:00:00;Normal scan mode;Edacs;853.3625;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Tower - Hayward Yard;Simulcast;02-063;16118;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-13-43.wav;2020-06-20_23-13-43.wav;BCDx36HP;6/20/2020 11:13:44 PM;00:00:00;Normal scan mode;Edacs;851.0375;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;15708;;37.725840;-122.115887
