File path; File name; Scanner type; Date and time; Duration; Scan mode; Type; Frequency; Code; Favorite name; System name; Department name; Channel name; Site; TGID; UID; UID Name; Latitude; Longitude
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-06-38.wav;2020-06-21_18-06-38.wav;BCDx36HP;6/21/2020 6:06:39 PM;00:00:01;Normal scan mode;P25Standard;858.2375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2468170;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-08-15.wav;2020-06-21_18-08-15.wav;BCDx36HP;6/21/2020 6:08:17 PM;00:00:01;Normal scan mode;P25Standard;851.9625;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_00-05-35.wav;2020-06-21_00-05-35.wav;BCDx36HP;6/21/2020 12:05:42 AM;00:00:07;Normal scan mode;Conventional;42.4400;CTCSS:131.8Hz;180683-Regional;California Highway Patrol (CHP);Golden Gate Division - Golden Gate Communications Center;Pink - Base - San Francisco (32);;;;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_12-15-23.wav;2020-06-21_12-15-23.wav;BCDx36HP;6/21/2020 12:15:26 PM;00:00:03;Normal scan mode;P25Standard;772.3937;;180683-Alameda CA;East Bay Regional Communications System (EBRCS);East Bay Regional Park District;Police Dispatch;ALCO Northwest Simulcast;10005;3278001;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-21-56.wav;2020-06-22_23-21-56.wav;BCDx36HP;6/22/2020 11:21:57 PM;00:00:00;Normal scan mode;Edacs;852.8125;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power/Support (Central Maintainence);Simulcast;02-037;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-20-14.wav;2020-06-21_18-20-14.wav;BCDx36HP;6/21/2020 6:20:18 PM;00:00:03;Normal scan mode;P25Standard;853.0375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468326;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-45-09.wav;2020-06-21_17-45-09.wav;BCDx36HP;6/21/2020 5:45:10 PM;00:00:01;Normal scan mode;P25Standard;852.6375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466215;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-43-14.wav;2020-06-21_18-43-14.wav;BCDx36HP;6/21/2020 6:43:19 PM;00:00:05;Normal scan mode;P25Standard;853.0625;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2468181;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-18-10.wav;2020-06-21_18-18-10.wav;BCDx36HP;6/21/2020 6:18:11 PM;00:00:01;Normal scan mode;P25Standard;852.8000;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466056;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-43-00.wav;2020-06-21_18-43-00.wav;BCDx36HP;6/21/2020 6:43:01 PM;00:00:01;Normal scan mode;P25Standard;851.5375;;HoCo;Howard County (Project 25);Fire;A1 Dispatch;Site 2;10901;112;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-20-19.wav;2020-06-20_23-20-19.wav;BCDx36HP;6/20/2020 11:20:20 PM;00:00:01;Normal scan mode;Edacs;852.2375;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Tower - Concord Yard;Simulcast;02-061;14685;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-26-35.wav;2020-06-21_17-26-35.wav;BCDx36HP;6/21/2020 5:26:37 PM;00:00:02;Normal scan mode;P25Standard;857.7375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-46-58.wav;2020-06-21_17-46-58.wav;BCDx36HP;6/21/2020 5:47:06 PM;00:00:07;Normal scan mode;P25Standard;851.5375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-06-35.wav;2020-06-20_23-06-35.wav;BCDx36HP;6/20/2020 11:06:40 PM;00:00:04;Normal scan mode;Edacs;852.8125;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Tower - Daly City Yard;Simulcast;02-062;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-37-18.wav;2020-06-21_18-37-18.wav;BCDx36HP;6/21/2020 6:37:20 PM;00:00:02;Normal scan mode;P25Standard;857.7375;;HoCo;Howard County (Project 25);Fire;A1 Dispatch;Site 2;10901;2472071;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-55-18.wav;2020-06-21_17-55-18.wav;BCDx36HP;6/21/2020 5:55:21 PM;00:00:02;Normal scan mode;P25Standard;851.5375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466215;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-22-34.wav;2020-06-20_23-22-34.wav;BCDx36HP;6/20/2020 11:22:40 PM;00:00:06;Normal scan mode;Edacs;851.5625;;Transit;Bay Area Rapid Transit (BART);Train Operations;M Line (SF Market St);Simulcast;02-023;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-00-59.wav;2020-06-21_18-00-59.wav;BCDx36HP;6/21/2020 6:01:00 PM;00:00:01;Normal scan mode;P25Standard;853.0375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-09-41.wav;2020-06-21_18-09-41.wav;BCDx36HP;6/21/2020 6:09:44 PM;00:00:03;Normal scan mode;P25Standard;851.9625;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-30-45.wav;2020-06-21_17-30-45.wav;BCDx36HP;6/21/2020 5:30:46 PM;00:00:00;Normal scan mode;P25Standard;851.5375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466368;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-13-19.wav;2020-06-21_18-13-19.wav;BCDx36HP;6/21/2020 6:13:21 PM;00:00:02;Normal scan mode;P25Standard;851.0625;;HoCo;Howard County (Project 25);Fire;A1 Dispatch;Site 2;10901;2224888;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-04-18.wav;2020-06-20_23-04-18.wav;BCDx36HP;6/20/2020 11:04:19 PM;00:00:01;Normal scan mode;Edacs;853.0375;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_00-00-11.wav;2020-06-21_00-00-11.wav;BCDx36HP;6/21/2020 12:00:12 AM;00:00:00;Normal scan mode;P25Standard;770.2937;;180683-Alameda CA;East Bay Regional Communications System (EBRCS);Emeryville;Police Dispatch;ALCO Northwest Simulcast;3155;3150101;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-19-44.wav;2020-06-21_18-19-44.wav;BCDx36HP;6/21/2020 6:19:45 PM;00:00:00;Normal scan mode;P25Standard;851.9875;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468327;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-16-17.wav;2020-06-22_23-16-17.wav;BCDx36HP;6/22/2020 11:16:19 PM;00:00:01;Normal scan mode;Edacs;851.5625;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power/Support (Central Maintainence);Simulcast;02-037;16101;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-23-47.wav;2020-06-22_23-23-47.wav;BCDx36HP;6/22/2020 11:23:49 PM;00:00:01;Normal scan mode;Edacs;853.3625;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;15873;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-40-39.wav;2020-06-21_17-40-39.wav;BCDx36HP;6/21/2020 5:40:40 PM;00:00:00;Normal scan mode;P25Standard;851.9625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468274;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-40-05.wav;2020-06-21_17-40-05.wav;BCDx36HP;6/21/2020 5:40:08 PM;00:00:02;Normal scan mode;P25Standard;857.7375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-15-39.wav;2020-06-21_17-15-39.wav;BCDx36HP;6/21/2020 5:15:41 PM;00:00:01;Normal scan mode;P25Standard;857.2375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;108;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-40-38.wav;2020-06-21_17-40-38.wav;BCDx36HP;6/21/2020 5:40:39 PM;00:00:01;Normal scan mode;P25Standard;851.9625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468274;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-31-44.wav;2020-06-21_18-31-44.wav;BCDx36HP;6/21/2020 6:31:47 PM;00:00:02;Normal scan mode;P25Standard;851.6875;;HoCo;Howard County (Project 25);Fire;A1 Dispatch;Site 2;10901;2472089;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-16-02.wav;2020-06-22_23-16-02.wav;BCDx36HP;6/22/2020 11:16:07 PM;00:00:04;Normal scan mode;Edacs;853.3625;;Transit;Bay Area Rapid Transit (BART);Train Operations;A/L Lines (Fremont/Dublin);Simulcast;02-025;7452;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-50-15.wav;2020-06-21_17-50-15.wav;BCDx36HP;6/21/2020 5:50:20 PM;00:00:04;Normal scan mode;P25Standard;857.7375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466455;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-35-20.wav;2020-06-21_18-35-20.wav;BCDx36HP;6/21/2020 6:35:25 PM;00:00:05;Normal scan mode;P25Standard;853.0625;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466215;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-08-16.wav;2020-06-22_23-08-16.wav;BCDx36HP;6/22/2020 11:08:16 PM;00:00:00;Normal scan mode;P25Standard;771.7937;;180683-Alameda CA;East Bay Regional Communications System (EBRCS);Emeryville;Police Dispatch;ALCO Northwest Simulcast;3155;3150101;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-15-47.wav;2020-06-22_23-15-47.wav;BCDx36HP;6/22/2020 11:15:48 PM;00:00:00;Normal scan mode;Edacs;852.2375;;Transit;Bay Area Rapid Transit (BART);Train Operations;Fremont Terminal Zone (Turn Back);Simulcast;02-033;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-24-19.wav;2020-06-21_17-24-19.wav;BCDx36HP;6/21/2020 5:24:20 PM;00:00:00;Normal scan mode;P25Standard;853.0375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466368;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-22-21.wav;2020-06-20_23-22-21.wav;BCDx36HP;6/20/2020 11:22:23 PM;00:00:02;Normal scan mode;Edacs;853.3625;;Transit;Bay Area Rapid Transit (BART);Train Operations;M Line (SF Market St);Simulcast;02-023;11422;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-13-58.wav;2020-06-21_17-13-58.wav;BCDx36HP;6/21/2020 5:14:04 PM;00:00:05;Normal scan mode;P25Standard;851.5375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466414;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-12-41.wav;2020-06-20_23-12-41.wav;BCDx36HP;6/20/2020 11:12:43 PM;00:00:01;Normal scan mode;Edacs;851.5625;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;15151;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-41-44.wav;2020-06-21_17-41-44.wav;BCDx36HP;6/21/2020 5:41:47 PM;00:00:03;Normal scan mode;P25Standard;853.0375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466388;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-27-03.wav;2020-06-21_16-27-03.wav;BCDx36HP;6/21/2020 4:27:05 PM;00:00:01;Normal scan mode;P25Standard;853.0625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468326;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_00-01-50.wav;2020-06-21_00-01-50.wav;BCDx36HP;6/21/2020 12:01:53 AM;00:00:02;Normal scan mode;P25Standard;769.2562;;180683-Contra Costa CA;East Bay Regional Communications System (EBRCS);Richmond;Police Dispatch;ALCO Northwest Simulcast;7505;4300371;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-20-30.wav;2020-06-20_23-20-30.wav;BCDx36HP;6/20/2020 11:20:33 PM;00:00:02;Normal scan mode;Edacs;851.0375;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Tower - Concord Yard;Simulcast;02-061;14685;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-20-24.wav;2020-06-20_23-20-24.wav;BCDx36HP;6/20/2020 11:20:28 PM;00:00:04;Normal scan mode;Edacs;853.0375;;Transit;Bay Area Rapid Transit (BART);Train Yards & Shops;Tower - Concord Yard;Simulcast;02-061;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-11-02.wav;2020-06-21_16-11-02.wav;BCDx36HP;6/21/2020 4:11:08 PM;00:00:05;Normal scan mode;P25Standard;851.5750;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-33-41.wav;2020-06-21_18-33-41.wav;BCDx36HP;6/21/2020 6:33:43 PM;00:00:01;Normal scan mode;P25Standard;851.0625;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2466215;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-02-44.wav;2020-06-20_23-02-44.wav;BCDx36HP;6/20/2020 11:02:46 PM;00:00:02;Normal scan mode;Edacs;853.0375;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;16105;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-38-20.wav;2020-06-21_17-38-20.wav;BCDx36HP;6/21/2020 5:38:22 PM;00:00:01;Normal scan mode;P25Standard;852.1125;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;109;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_00-02-17.wav;2020-06-21_00-02-17.wav;BCDx36HP;6/21/2020 12:02:18 AM;00:00:00;Normal scan mode;Edacs;851.3125;;180683-BART;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-13-24.wav;2020-06-22_23-13-24.wav;BCDx36HP;6/22/2020 11:13:25 PM;00:00:00;Normal scan mode;Edacs;851.5625;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-01-32.wav;2020-06-21_18-01-32.wav;BCDx36HP;6/21/2020 6:01:35 PM;00:00:03;Normal scan mode;P25Standard;853.0625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_12-15-08.wav;2020-06-21_12-15-08.wav;BCDx36HP;6/21/2020 12:15:12 PM;00:00:03;Normal scan mode;P25Standard;771.4937;;180683-Alameda CA;East Bay Regional Communications System (EBRCS);East Bay Regional Park District;Police Dispatch;ALCO Northwest Simulcast;10005;3283061;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-15-53.wav;2020-06-21_18-15-53.wav;BCDx36HP;6/21/2020 6:15:55 PM;00:00:02;Normal scan mode;P25Standard;852.6375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-06-07.wav;2020-06-21_18-06-07.wav;BCDx36HP;6/21/2020 6:06:08 PM;00:00:00;Normal scan mode;P25Standard;851.5750;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2468082;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-22-46.wav;2020-06-21_17-22-46.wav;BCDx36HP;6/21/2020 5:22:49 PM;00:00:02;Normal scan mode;P25Standard;851.3875;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;2468128;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-14-05.wav;2020-06-22_23-14-05.wav;BCDx36HP;6/22/2020 11:14:11 PM;00:00:06;Normal scan mode;Edacs;853.3625;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;16105;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-29-27.wav;2020-06-21_18-29-27.wav;BCDx36HP;6/21/2020 6:29:27 PM;00:00:00;Normal scan mode;P25Standard;858.2375;;HoCo;Howard County (Project 25);Fire;A1 Dispatch;Site 2;10901;111;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-42-03.wav;2020-06-21_17-42-03.wav;BCDx36HP;6/21/2020 5:42:06 PM;00:00:02;Normal scan mode;P25Standard;853.0625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466368;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-20-03.wav;2020-06-21_18-20-03.wav;BCDx36HP;6/21/2020 6:20:05 PM;00:00:01;Normal scan mode;P25Standard;851.0625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-19-13.wav;2020-06-21_17-19-13.wav;BCDx36HP;6/21/2020 5:19:22 PM;00:00:09;Normal scan mode;P25Standard;858.2375;;HoCo;Howard County (Project 25);Police;District 1 Dispatch (Fire A9/B9/C9/D9);Site 2;10961;108;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-42-17.wav;2020-06-21_17-42-17.wav;BCDx36HP;6/21/2020 5:42:23 PM;00:00:05;Normal scan mode;P25Standard;853.0625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468000;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-17-40.wav;2020-06-22_23-17-40.wav;BCDx36HP;6/22/2020 11:17:41 PM;00:00:00;Normal scan mode;Edacs;851.8875;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power/Support (Central Maintainence);Simulcast;02-037;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-18-13.wav;2020-06-21_18-18-13.wav;BCDx36HP;6/21/2020 6:18:14 PM;00:00:00;Normal scan mode;P25Standard;852.8000;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-12-43.wav;2020-06-20_23-12-43.wav;BCDx36HP;6/20/2020 11:12:51 PM;00:00:07;Normal scan mode;Edacs;851.8875;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;16104;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-14-53.wav;2020-06-21_17-14-53.wav;BCDx36HP;6/21/2020 5:15:05 PM;00:00:11;Normal scan mode;P25Standard;858.2375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-13-32.wav;2020-06-21_18-13-32.wav;BCDx36HP;6/21/2020 6:13:39 PM;00:00:06;Normal scan mode;P25Standard;851.6875;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-15-51.wav;2020-06-22_23-15-51.wav;BCDx36HP;6/22/2020 11:15:53 PM;00:00:02;Normal scan mode;Edacs;852.8125;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power/Support (Central Maintainence);Simulcast;02-037;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_00-32-43.wav;2020-06-22_00-32-43.wav;BCDx36HP;6/22/2020 12:32:45 AM;00:00:01;Normal scan mode;Edacs;851.0375;;Transit;Bay Area Rapid Transit (BART);Train Operations;W Line (Daly City-Millbrae);Simulcast;02-022;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-09-56.wav;2020-06-21_18-09-56.wav;BCDx36HP;6/21/2020 6:09:57 PM;00:00:01;Normal scan mode;P25Standard;858.2375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2468134;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_00-03-57.wav;2020-06-21_00-03-57.wav;BCDx36HP;6/21/2020 12:04:00 AM;00:00:02;Normal scan mode;Edacs;851.8875;;180683-BART;Bay Area Rapid Transit (BART);Maintenance;Power & Way 1 (3rd Rail Power Distribution);Simulcast;02-141;;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_17-30-52.wav;2020-06-21_17-30-52.wav;BCDx36HP;6/21/2020 5:30:53 PM;00:00:00;Normal scan mode;P25Standard;851.5375;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;2466368;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_00-32-57.wav;2020-06-22_00-32-57.wav;BCDx36HP;6/22/2020 12:33:01 AM;00:00:03;Normal scan mode;Edacs;852.8125;;Transit;Bay Area Rapid Transit (BART);Train Operations;W Line (Daly City-Millbrae);Simulcast;02-022;;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-04-27.wav;2020-06-20_23-04-27.wav;BCDx36HP;6/20/2020 11:04:29 PM;00:00:01;Normal scan mode;Edacs;851.0375;;Transit;Bay Area Rapid Transit (BART);Train Operations;R Line (Richmond);Simulcast;02-027;7453;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_18-32-17.wav;2020-06-21_18-32-17.wav;BCDx36HP;6/21/2020 6:32:19 PM;00:00:01;Normal scan mode;P25Standard;851.9625;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-20_23-03-12.wav;2020-06-20_23-03-12.wav;BCDx36HP;6/20/2020 11:03:15 PM;00:00:03;Normal scan mode;Edacs;851.0375;;Transit;Bay Area Rapid Transit (BART);Train Operations;M Line (SF Market St);Simulcast;02-023;7197;;37.725840;-122.115887
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-21_16-26-55.wav;2020-06-21_16-26-55.wav;BCDx36HP;6/21/2020 4:26:59 PM;00:00:03;Normal scan mode;P25Standard;851.3875;;HoCo;Howard County (Project 25);Police;District 2 Dispatch (Fire A10/B10/C10/D10);Site 2;10963;106;;;
Z:\go\src\github.com\Bearcatter\bearcatter\wavparse\fixtures\2020-06-22_23-16-14.wav;2020-06-22_23-16-14.wav;BCDx36HP;6/22/2020 11:16:16 PM;00:00:02;Normal scan mode;Edacs;851.3125;;Transit;Bay Area Rapid Transit (BART);Maintenance;Power/Support (Central Maintainence);Simulcast;02-037;15174;;37.725840;-122.115887
